pop	clust1	clust2
halfpounder	0.2271	0.7729
halfpounder	0.4736	0.5264
halfpounder	0.4655	0.5345
halfpounder	0.1977	0.8023
halfpounder	0.4415	0.5585
halfpounder	0.3276	0.6724
halfpounder	0.2436	0.7564
halfpounder	0.7673	0.2327
halfpounder	0.1959	0.8041
halfpounder	0.4825	0.5175
halfpounder	0.6432	0.3568
halfpounder	0.3540	0.6460
halfpounder	0.6436	0.3564
halfpounder	0.2234	0.7766
halfpounder	0.6054	0.3946
halfpounder	0.6655	0.3345
halfpounder	0.5969	0.4031
halfpounder	0.4693	0.5307
halfpounder	0.3147	0.6853
halfpounder	0.4157	0.5843
halfpounder	0.5870	0.4130
halfpounder	0.6664	0.3336
halfpounder	0.5354	0.4646
halfpounder	0.3461	0.6539
halfpounder	0.1918	0.8082
halfpounder	0.1386	0.8614
halfpounder	0.3755	0.6245
halfpounder	0.4952	0.5048
halfpounder	0.5326	0.4674
halfpounder	0.5744	0.4256
halfpounder	0.1790	0.8210
halfpounder	0.6158	0.3842
halfpounder	0.6050	0.3950
halfpounder	0.5536	0.4464
halfpounder	0.3844	0.6156
halfpounder	0.3423	0.6577
halfpounder	0.3638	0.6362
halfpounder	0.5974	0.4026
halfpounder	0.5138	0.4862
halfpounder	0.6193	0.3807
halfpounder	0.6125	0.3875
halfpounder	0.2437	0.7563
halfpounder	0.1337	0.8663
halfpounder	0.1873	0.8127
halfpounder	0.4709	0.5291
halfpounder	0.2018	0.7982
halfpounder	0.2653	0.7347
halfpounder	0.5593	0.4407
halfpounder	0.3918	0.6082
halfpounder	0.6458	0.3542
halfpounder	0.6069	0.3931
halfpounder	0.6156	0.3844
halfpounder	0.2139	0.7861
halfpounder	0.5163	0.4837
halfpounder	0.5521	0.4479
halfpounder	0.1816	0.8184
halfpounder	0.5731	0.4269
halfpounder	0.5040	0.4960
halfpounder	0.5133	0.4867
halfpounder	0.3700	0.6300
halfpounder	0.4461	0.5539
halfpounder	0.1356	0.8644
halfpounder	0.4435	0.5565
halfpounder	0.2594	0.7406
halfpounder	0.5618	0.4382
