pop	clust1	clust2	clust3
halfpounder	0.5793	0.3464	0.0743
halfpounder	0.1945	0.6398	0.1657
halfpounder	0.4623	0.1002	0.4375
halfpounder	0.1959	0.5038	0.3002
halfpounder	0.0862	0.0951	0.8187
halfpounder	0.2600	0.3089	0.4310
halfpounder	0.2555	0.4952	0.2493
halfpounder	0.3708	0.1973	0.4319
halfpounder	0.5508	0.3397	0.1095
halfpounder	0.5695	0.1455	0.2850
halfpounder	0.5712	0.2094	0.2194
halfpounder	0.6116	0.1999	0.1885
halfpounder	0.6183	0.2482	0.1335
halfpounder	0.1993	0.6205	0.1802
halfpounder	0.1744	0.1724	0.6532
halfpounder	0.1848	0.1120	0.7033
halfpounder	0.2008	0.0466	0.7526
halfpounder	0.6659	0.1722	0.1619
halfpounder	0.3173	0.1316	0.5511
halfpounder	0.4638	0.1370	0.3992
halfpounder	0.2715	0.1147	0.6138
halfpounder	0.3253	0.5667	0.1080
halfpounder	0.4550	0.1428	0.4022
halfpounder	0.4479	0.1189	0.4333
halfpounder	0.0944	0.1476	0.7581
halfpounder	0.2362	0.3619	0.4019
halfpounder	0.3075	0.1481	0.5444
halfpounder	0.5254	0.2652	0.2095
halfpounder	0.1278	0.7276	0.1446
halfpounder	0.0862	0.3663	0.5475
halfpounder	0.6368	0.1019	0.2613
halfpounder	0.6720	0.1064	0.2217
halfpounder	0.3688	0.0906	0.5406
halfpounder	0.5764	0.2849	0.1387
halfpounder	0.6080	0.2278	0.1642
halfpounder	0.3306	0.4004	0.2691
halfpounder	0.2445	0.2425	0.5130
halfpounder	0.3420	0.0413	0.6167
halfpounder	0.4250	0.3997	0.1754
halfpounder	0.3554	0.2098	0.4348
halfpounder	0.7851	0.1271	0.0878
halfpounder	0.6541	0.0727	0.2732
halfpounder	0.6536	0.1009	0.2455
halfpounder	0.3071	0.5726	0.1203
halfpounder	0.0670	0.8942	0.0388
halfpounder	0.6922	0.2272	0.0806
halfpounder	0.1220	0.3807	0.4972
halfpounder	0.5066	0.2056	0.2878
halfpounder	0.4905	0.4299	0.0796
halfpounder	0.6142	0.0586	0.3272
halfpounder	0.8810	0.0540	0.0650
halfpounder	0.5589	0.1287	0.3124
halfpounder	0.0714	0.0780	0.8506
halfpounder	0.5665	0.3196	0.1139
halfpounder	0.2254	0.1497	0.6249
halfpounder	0.4336	0.2890	0.2773
halfpounder	0.4694	0.2115	0.3191
halfpounder	0.2735	0.4900	0.2365
halfpounder	0.8719	0.0412	0.0869
halfpounder	0.7762	0.0794	0.1444
halfpounder	0.4214	0.3590	0.2196
winter	0.5413	0.1463	0.3124
halfpounder	0.5981	0.2021	0.1998
winter	0.6827	0.0660	0.2513
winter	0.8726	0.0515	0.0759
winter	0.7412	0.1501	0.1087
halfpounder	0.4881	0.1174	0.3945
winter	0.6815	0.1204	0.1981
summer	0.2540	0.1035	0.6425
halfpounder	0.7262	0.1109	0.1629
summer	0.1532	0.2835	0.5633
summer	0.0951	0.0972	0.8077
summer	0.0610	0.0534	0.8856
summer	0.0630	0.1440	0.7930
summer	0.0717	0.0646	0.8637
winter	0.6219	0.2841	0.0940
halfpounder	0.4475	0.2241	0.3284
winter	0.4983	0.1683	0.3334
winter	0.7473	0.0940	0.1587
winter	0.4469	0.2032	0.3498
winter	0.6287	0.2734	0.0979
halfpounder	0.1656	0.6133	0.2211
winter	0.7730	0.1326	0.0944
summer	0.1992	0.4321	0.3686
summer	0.0596	0.0842	0.8562
summer	0.1014	0.0476	0.8510
summer	0.2198	0.1617	0.6185
summer	0.1377	0.1124	0.7499
summer	0.2855	0.1066	0.6079
winter	0.5336	0.0878	0.3786
winter	0.6410	0.1518	0.2072
winter	0.4475	0.0521	0.5004
winter	0.5473	0.2935	0.1592
winter	0.5239	0.1624	0.3136
halfpounder	0.3229	0.4518	0.2254
winter	0.3430	0.3056	0.3514
summer	0.1316	0.2121	0.6563
halfpounder	0.2018	0.1796	0.6186
summer	0.2448	0.0913	0.6639
summer	0.0551	0.2366	0.7083
summer	0.0820	0.0662	0.8519
summer	0.0668	0.0566	0.8766
winter	0.5606	0.1772	0.2622
winter	0.7224	0.0693	0.2083
winter	0.3992	0.1935	0.4073
winter	0.6901	0.1665	0.1434
halfpounder	0.2598	0.1786	0.5616
winter	0.5537	0.1489	0.2974
halfpounder	0.4047	0.1863	0.4090
summer	0.3132	0.1158	0.5710
summer	0.1489	0.0352	0.8159
summer	0.1101	0.2520	0.6379
summer	0.0753	0.1180	0.8067
summer	0.1132	0.1179	0.7688
winter	0.6002	0.1630	0.2368
halfpounder	0.2787	0.5410	0.1803
winter	0.5032	0.1137	0.3831
winter	0.6490	0.1037	0.2473
winter	0.6469	0.2360	0.1171
winter	0.7039	0.1393	0.1569
halfpounder	0.6487	0.2142	0.1371
winter	0.6976	0.1309	0.1715
halfpounder	0.1385	0.8120	0.0495
summer	0.0768	0.0446	0.8786
halfpounder	0.0660	0.8155	0.1185
summer	0.2324	0.1193	0.6483
summer	0.1067	0.1343	0.7590
summer	0.0916	0.1726	0.7358
summer	0.0684	0.0506	0.8810
winter	0.3260	0.1855	0.4884
halfpounder	0.5328	0.0714	0.3959
winter	0.7897	0.0855	0.1248
winter	0.4549	0.1863	0.3588
winter	0.7781	0.0848	0.1371
winter	0.3876	0.2239	0.3884
halfpounder	0.4274	0.3238	0.2487
halfpounder	0.3562	0.2611	0.3828
summer	0.1457	0.1941	0.6602
summer	0.0648	0.1283	0.8069
summer	0.1049	0.0261	0.8690
summer	0.0660	0.0503	0.8837
summer	0.0872	0.0501	0.8627
halfpounder	0.7275	0.0855	0.1870
winter	0.7751	0.1015	0.1234
winter	0.5739	0.2149	0.2111
winter	0.3157	0.1883	0.4961
winter	0.6873	0.1576	0.1550
summer	0.1589	0.2517	0.5894
summer	0.1140	0.0777	0.8083
summer	0.0977	0.0532	0.8491
summer	0.1141	0.0986	0.7873
summer	0.0798	0.0341	0.8861
halfpounder	0.1096	0.5314	0.3590
winter	0.7733	0.0719	0.1548
winter	0.4727	0.1070	0.4204
winter	0.5421	0.1441	0.3138
halfpounder	0.2847	0.3118	0.4036
halfpounder	0.5977	0.1110	0.2913
summer	0.1962	0.0965	0.7073
summer	0.0617	0.0999	0.8384
summer	0.0710	0.0297	0.8993
summer	0.2546	0.0541	0.6913
summer	0.1215	0.0641	0.8144
halfpounder	0.1815	0.6666	0.1519
halfpounder	0.3072	0.5059	0.1869
halfpounder	0.1243	0.1412	0.7346
halfpounder	0.0596	0.8607	0.0797
halfpounder	0.1643	0.0895	0.7462
halfpounder	0.6165	0.2570	0.1265
halfpounder	0.1533	0.1444	0.7023
halfpounder	0.6501	0.2446	0.1053
halfpounder	0.0548	0.8681	0.0771
halfpounder	0.0774	0.6710	0.2516
halfpounder	0.1261	0.8185	0.0554
halfpounder	0.7316	0.1253	0.1431
halfpounder	0.4928	0.1490	0.3582
halfpounder	0.6472	0.0957	0.2571
halfpounder	0.6364	0.2126	0.1510
halfpounder	0.1663	0.5242	0.3095
halfpounder	0.1902	0.5339	0.2759
halfpounder	0.2927	0.2824	0.4248
halfpounder	0.1054	0.5347	0.3599
halfpounder	0.5323	0.0982	0.3695
halfpounder	0.0561	0.8817	0.0622
halfpounder	0.7903	0.0923	0.1174
halfpounder	0.8397	0.1106	0.0497
halfpounder	0.3612	0.3920	0.2468
halfpounder	0.5140	0.1764	0.3096
halfpounder	0.2316	0.1887	0.5796
halfpounder	0.4299	0.2633	0.3067
halfpounder	0.4477	0.3375	0.2148
halfpounder	0.7547	0.0549	0.1904
halfpounder	0.1927	0.0710	0.7362
halfpounder	0.3341	0.1151	0.5508
halfpounder	0.0858	0.8626	0.0516
halfpounder	0.4982	0.1131	0.3888
halfpounder	0.3274	0.2215	0.4512
halfpounder	0.1506	0.0649	0.7845
halfpounder	0.5670	0.3127	0.1204
halfpounder	0.2565	0.5320	0.2115
halfpounder	0.1186	0.5488	0.3326
halfpounder	0.7656	0.0978	0.1366
halfpounder	0.6798	0.2338	0.0864
halfpounder	0.6098	0.0875	0.3027
halfpounder	0.2396	0.1002	0.6603
halfpounder	0.4067	0.4958	0.0975
halfpounder	0.0477	0.9149	0.0374
halfpounder	0.7029	0.0626	0.2345
halfpounder	0.0911	0.0795	0.8293
halfpounder	0.0740	0.1024	0.8235
halfpounder	0.0662	0.8471	0.0867
halfpounder	0.3901	0.2102	0.3996
halfpounder	0.4826	0.2522	0.2652
halfpounder	0.1400	0.1914	0.6685
halfpounder	0.1214	0.6296	0.2490
halfpounder	0.3579	0.5552	0.0869
halfpounder	0.0807	0.8533	0.0660
halfpounder	0.1822	0.1478	0.6700
halfpounder	0.1032	0.0722	0.8246
halfpounder	0.7118	0.0787	0.2095
halfpounder	0.7275	0.1712	0.1012
halfpounder	0.7580	0.1248	0.1172
halfpounder	0.3473	0.4746	0.1781
halfpounder	0.0820	0.8530	0.0649
halfpounder	0.5248	0.4012	0.0740
halfpounder	0.0674	0.8438	0.0888
halfpounder	0.0615	0.8790	0.0595
halfpounder	0.4162	0.2213	0.3625
halfpounder	0.0838	0.7967	0.1195
halfpounder	0.0474	0.8507	0.1019
halfpounder	0.5332	0.1272	0.3396
halfpounder	0.1024	0.2204	0.6773
halfpounder	0.5883	0.2081	0.2036
halfpounder	0.0634	0.8148	0.1218
halfpounder	0.0584	0.2773	0.6643
halfpounder	0.4488	0.3094	0.2419
halfpounder	0.0782	0.8624	0.0594
halfpounder	0.4398	0.3823	0.1780
halfpounder	0.2794	0.6134	0.1072
halfpounder	0.1066	0.7929	0.1005
halfpounder	0.7677	0.0388	0.1935
halfpounder	0.0780	0.8580	0.0640
halfpounder	0.1795	0.2970	0.5235
halfpounder	0.5405	0.0930	0.3665
halfpounder	0.2066	0.5625	0.2309
halfpounder	0.7760	0.0881	0.1359
halfpounder	0.0585	0.8001	0.1414
halfpounder	0.5024	0.1177	0.3799
halfpounder	0.6357	0.0769	0.2874
halfpounder	0.6213	0.1309	0.2478
halfpounder	0.2455	0.3513	0.4032
halfpounder	0.1075	0.6560	0.2365
halfpounder	0.3465	0.4484	0.2050
halfpounder	0.0950	0.1208	0.7842
halfpounder	0.5342	0.0810	0.3848
halfpounder	0.5898	0.2225	0.1878
halfpounder	0.1380	0.5874	0.2746
halfpounder	0.0780	0.8529	0.0691
halfpounder	0.0444	0.9103	0.0453
halfpounder	0.2459	0.5182	0.2359
halfpounder	0.3572	0.2435	0.3992
halfpounder	0.3214	0.2228	0.4559
halfpounder	0.6067	0.1372	0.2561
halfpounder	0.0731	0.8863	0.0406
halfpounder	0.2557	0.1051	0.6392
halfpounder	0.6224	0.1240	0.2536
halfpounder	0.4425	0.1929	0.3646
halfpounder	0.1745	0.4906	0.3349
halfpounder	0.1406	0.5991	0.2603
halfpounder	0.1814	0.5580	0.2606
halfpounder	0.6401	0.1413	0.2186
halfpounder	0.4055	0.2676	0.3269
halfpounder	0.7494	0.0856	0.1650
halfpounder	0.1903	0.1229	0.6868
halfpounder	0.1380	0.7664	0.0956
halfpounder	0.0433	0.9225	0.0342
halfpounder	0.0552	0.8654	0.0794
halfpounder	0.1869	0.3078	0.5053
halfpounder	0.0553	0.8589	0.0858
halfpounder	0.1071	0.7750	0.1179
halfpounder	0.0642	0.1136	0.8223
halfpounder	0.5445	0.3865	0.0690
halfpounder	0.2517	0.0953	0.6530
halfpounder	0.5171	0.1208	0.3621
halfpounder	0.2168	0.1161	0.6671
halfpounder	0.0782	0.8266	0.0952
halfpounder	0.0765	0.1921	0.7314
halfpounder	0.1858	0.1713	0.6430
halfpounder	0.0705	0.8743	0.0552
halfpounder	0.6819	0.1470	0.1712
halfpounder	0.1419	0.2579	0.6002
halfpounder	0.1343	0.2084	0.6573
halfpounder	0.3401	0.5187	0.1412
halfpounder	0.3353	0.3926	0.2720
halfpounder	0.0379	0.9250	0.0371
halfpounder	0.2509	0.3991	0.3499
halfpounder	0.1062	0.7775	0.1163
halfpounder	0.5347	0.1695	0.2958
