pop	clust1	clust2	clust3	clust4	clust5
halfpounder	0.0789	0.1962	0.2265	0.3965	0.1018	
halfpounder	0.1887	0.1205	0.2375	0.3046	0.1487	
halfpounder	0.1100	0.1804	0.2489	0.3693	0.0915	
halfpounder	0.0724	0.0789	0.0780	0.6815	0.0892	
halfpounder	0.0299	0.1062	0.1827	0.0247	0.6565	
halfpounder	0.0542	0.5431	0.1664	0.0514	0.1849	
halfpounder	0.0610	0.1250	0.5368	0.1388	0.1383	
halfpounder	0.0665	0.4280	0.2926	0.0393	0.1736	
halfpounder	0.0391	0.6039	0.1296	0.0448	0.1826	
halfpounder	0.0367	0.1039	0.0743	0.7455	0.0396	
halfpounder	0.0673	0.1908	0.1029	0.5076	0.1314	
halfpounder	0.1336	0.1339	0.2482	0.2769	0.2074	
halfpounder	0.0528	0.1475	0.4149	0.0760	0.3088	
halfpounder	0.0651	0.0976	0.2924	0.0301	0.5148	
halfpounder	0.5393	0.1032	0.1278	0.0421	0.1876	
halfpounder	0.2152	0.0406	0.0501	0.6553	0.0388	
halfpounder	0.3412	0.2065	0.2298	0.0203	0.2023	
halfpounder	0.0780	0.3952	0.3422	0.0900	0.0946	
halfpounder	0.3604	0.1077	0.3215	0.0500	0.1604	
halfpounder	0.0561	0.1694	0.1085	0.0210	0.6450	
halfpounder	0.0694	0.1861	0.2230	0.1566	0.3648	
halfpounder	0.2002	0.1073	0.2572	0.2204	0.2148	
halfpounder	0.0727	0.5184	0.2265	0.0201	0.1623	
halfpounder	0.0314	0.4399	0.2821	0.0439	0.2027	
halfpounder	0.1570	0.2735	0.3626	0.0429	0.1639	
halfpounder	0.0431	0.0786	0.0858	0.6248	0.1677	
halfpounder	0.0574	0.2426	0.1633	0.4172	0.1196	
halfpounder	0.2345	0.0834	0.4819	0.0927	0.1075	
halfpounder	0.0731	0.1273	0.5231	0.0534	0.2232	
halfpounder	0.1099	0.2039	0.5021	0.0312	0.1529	
halfpounder	0.1039	0.2810	0.3020	0.0777	0.2354	
halfpounder	0.5632	0.1005	0.0933	0.1214	0.1217	
halfpounder	0.7476	0.1014	0.0747	0.0216	0.0547	
halfpounder	0.0479	0.1792	0.4337	0.1102	0.2290	
halfpounder	0.0239	0.0363	0.0339	0.8734	0.0325	
halfpounder	0.4364	0.0968	0.1329	0.1665	0.1674	
halfpounder	0.2637	0.2736	0.2554	0.0736	0.1337	
halfpounder	0.1878	0.2805	0.2040	0.0912	0.2365	
halfpounder	0.1195	0.1090	0.4194	0.1826	0.1695	
halfpounder	0.1465	0.2835	0.3775	0.0464	0.1462	
halfpounder	0.1167	0.3838	0.2593	0.0252	0.2151	
halfpounder	0.0802	0.0974	0.2065	0.4345	0.1814	
halfpounder	0.0372	0.5441	0.0614	0.1898	0.1675	
halfpounder	0.0330	0.3172	0.1730	0.0515	0.4254	
halfpounder	0.0326	0.4765	0.0985	0.3002	0.0923	
halfpounder	0.2914	0.1827	0.1503	0.2521	0.1235	
halfpounder	0.2691	0.1567	0.4044	0.0555	0.1143	
halfpounder	0.0731	0.2442	0.3055	0.1440	0.2333	
halfpounder	0.0674	0.5153	0.1501	0.0829	0.1843	
halfpounder	0.0359	0.0288	0.0301	0.8789	0.0264	
halfpounder	0.1422	0.2039	0.3693	0.0273	0.2574	
halfpounder	0.6666	0.0559	0.0780	0.1303	0.0691	
halfpounder	0.0231	0.0740	0.0658	0.7580	0.0791	
halfpounder	0.4341	0.1019	0.1968	0.1779	0.0893	
halfpounder	0.1964	0.0932	0.0507	0.5791	0.0806	
halfpounder	0.1101	0.2001	0.3144	0.0647	0.3106	
halfpounder	0.1049	0.1189	0.1736	0.2029	0.3998	
halfpounder	0.2647	0.0896	0.2892	0.2407	0.1159	
halfpounder	0.0845	0.3045	0.2131	0.0460	0.3519	
halfpounder	0.7011	0.0454	0.0866	0.0554	0.1115	
halfpounder	0.3341	0.0629	0.2630	0.1975	0.1425	
halfpounder	0.2451	0.1203	0.3043	0.1744	0.1558	
halfpounder	0.0401	0.3533	0.3737	0.0996	0.1333	
halfpounder	0.0902	0.4668	0.1894	0.0427	0.2110	
halfpounder	0.0433	0.4424	0.2347	0.0386	0.2409	
halfpounder	0.3130	0.3560	0.0948	0.1414	0.0948	
halfpounder	0.3230	0.2810	0.1331	0.0785	0.1844	
halfpounder	0.2679	0.1356	0.2888	0.0329	0.2748	
halfpounder	0.0667	0.2486	0.1623	0.0334	0.4890	
halfpounder	0.0783	0.0909	0.2889	0.0311	0.5109	
halfpounder	0.0350	0.6689	0.1024	0.0276	0.1661	
halfpounder	0.0303	0.1128	0.0959	0.0367	0.7244	
halfpounder	0.0685	0.4257	0.2998	0.0253	0.1807	
halfpounder	0.1514	0.0791	0.3565	0.0186	0.3944	
halfpounder	0.0622	0.2436	0.3650	0.0592	0.2701	
halfpounder	0.3601	0.1775	0.1868	0.0484	0.2272	
halfpounder	0.7213	0.0418	0.0712	0.0307	0.1349	
halfpounder	0.3297	0.1488	0.2532	0.0300	0.2382	
halfpounder	0.0363	0.1207	0.2076	0.0421	0.5933	
halfpounder	0.0869	0.5032	0.1375	0.0583	0.2141	
halfpounder	0.0720	0.0762	0.7174	0.0402	0.0943	
halfpounder	0.1249	0.0898	0.1452	0.0516	0.5885	
halfpounder	0.1174	0.0930	0.1310	0.1548	0.5037	
halfpounder	0.0601	0.1475	0.3186	0.2157	0.2582	
halfpounder	0.1667	0.1294	0.2613	0.0396	0.4031	
halfpounder	0.0217	0.2639	0.0827	0.5780	0.0536	
halfpounder	0.0424	0.1072	0.0892	0.0149	0.7463	
halfpounder	0.0250	0.3384	0.3123	0.1090	0.2153	
halfpounder	0.1197	0.1052	0.5255	0.1349	0.1146	
halfpounder	0.0543	0.1335	0.1995	0.0392	0.5735	
halfpounder	0.0475	0.0493	0.0732	0.7766	0.0534	
halfpounder	0.5209	0.0834	0.2355	0.0580	0.1023	
halfpounder	0.0622	0.1556	0.3794	0.0927	0.3101	
halfpounder	0.1348	0.1764	0.1194	0.0658	0.5037	
halfpounder	0.1245	0.1538	0.2697	0.0343	0.4176	
halfpounder	0.2092	0.1985	0.3210	0.0349	0.2364	
halfpounder	0.7176	0.0317	0.0920	0.0692	0.0895	
halfpounder	0.0679	0.1237	0.2161	0.5082	0.0840	
halfpounder	0.6998	0.0412	0.0679	0.1330	0.0580	
halfpounder	0.0515	0.6292	0.1893	0.0246	0.1054	
halfpounder	0.1778	0.2033	0.4550	0.0872	0.0767	
halfpounder	0.0371	0.6668	0.1094	0.0270	0.1597	
halfpounder	0.3028	0.1000	0.1701	0.0449	0.3821	
halfpounder	0.1844	0.1555	0.3398	0.0669	0.2533	
halfpounder	0.3474	0.0735	0.1143	0.2759	0.1889	
halfpounder	0.1329	0.2611	0.3312	0.0875	0.1873	
halfpounder	0.0543	0.4219	0.3444	0.0615	0.1179	
halfpounder	0.0878	0.5752	0.1913	0.0277	0.1180	
halfpounder	0.2835	0.0575	0.1319	0.1083	0.4187	
halfpounder	0.1088	0.3440	0.3323	0.0469	0.1680	
halfpounder	0.0407	0.4338	0.2257	0.0726	0.2273	
halfpounder	0.0285	0.2977	0.1920	0.0205	0.4613	
halfpounder	0.4570	0.2644	0.1056	0.0502	0.1227	
halfpounder	0.1534	0.1796	0.1225	0.4428	0.1018	
halfpounder	0.1231	0.1004	0.1896	0.1891	0.3977	
halfpounder	0.3431	0.0851	0.2694	0.0280	0.2744	
halfpounder	0.1593	0.1484	0.1424	0.0595	0.4903	
halfpounder	0.0209	0.0387	0.0351	0.8566	0.0487	
halfpounder	0.0378	0.2528	0.2096	0.0332	0.4666	
halfpounder	0.0722	0.0614	0.0718	0.7492	0.0454	
halfpounder	0.2487	0.2733	0.2200	0.0174	0.2406	
halfpounder	0.0703	0.4296	0.2355	0.0591	0.2055	
halfpounder	0.2082	0.2114	0.2576	0.0290	0.2939	
halfpounder	0.3682	0.1039	0.0819	0.0320	0.4139	
halfpounder	0.2488	0.2503	0.1541	0.0738	0.2731	
halfpounder	0.0444	0.1147	0.6735	0.0565	0.1109	
halfpounder	0.0858	0.1585	0.1266	0.0170	0.6122	
halfpounder	0.0190	0.0212	0.0209	0.9075	0.0314	
halfpounder	0.5242	0.1106	0.0847	0.2100	0.0705	
halfpounder	0.1241	0.1049	0.3488	0.0623	0.3599	
halfpounder	0.0268	0.1062	0.0918	0.0097	0.7655	
halfpounder	0.1119	0.2362	0.2817	0.0522	0.3180	
halfpounder	0.0611	0.1623	0.1255	0.0537	0.5974	
halfpounder	0.2922	0.1525	0.3248	0.1085	0.1220	
halfpounder	0.0890	0.2216	0.3784	0.0383	0.2726	
halfpounder	0.3941	0.0802	0.3123	0.0728	0.1406	
halfpounder	0.1208	0.2805	0.1424	0.0906	0.3657	
halfpounder	0.1589	0.1251	0.4384	0.0648	0.2128	
halfpounder	0.0563	0.3550	0.2319	0.0648	0.2920	
halfpounder	0.0718	0.2525	0.2207	0.0615	0.3935	
halfpounder	0.3881	0.0934	0.2939	0.0364	0.1882	
halfpounder	0.2107	0.2826	0.2289	0.0344	0.2435	
halfpounder	0.0545	0.6395	0.1371	0.0802	0.0886	
halfpounder	0.3369	0.1798	0.3052	0.0306	0.1474	
halfpounder	0.1779	0.2203	0.1731	0.0462	0.3825	
halfpounder	0.6358	0.1052	0.1895	0.0250	0.0446	
halfpounder	0.2644	0.1001	0.2569	0.0596	0.3190	
halfpounder	0.0549	0.5116	0.2163	0.0521	0.1652	
halfpounder	0.0327	0.4293	0.1618	0.0248	0.3513	
halfpounder	0.6645	0.1193	0.0766	0.0513	0.0883	
halfpounder	0.0749	0.0281	0.0416	0.8201	0.0353	
halfpounder	0.1833	0.0997	0.4314	0.2135	0.0721	
halfpounder	0.1268	0.1384	0.1421	0.0454	0.5473	
halfpounder	0.1634	0.0933	0.3681	0.0786	0.2965	
halfpounder	0.0294	0.1321	0.1745	0.1141	0.5498	
halfpounder	0.1944	0.1297	0.2824	0.0180	0.3756	
halfpounder	0.2590	0.3073	0.2001	0.1230	0.1105	
halfpounder	0.1973	0.2550	0.2344	0.0415	0.2718	
halfpounder	0.0338	0.1964	0.1981	0.1098	0.4620	
halfpounder	0.2842	0.1005	0.2718	0.0296	0.3138	
halfpounder	0.4372	0.1187	0.2155	0.1380	0.0906	
halfpounder	0.2188	0.3350	0.1479	0.0822	0.2160	
halfpounder	0.4600	0.0928	0.3109	0.0522	0.0841	
halfpounder	0.0603	0.1883	0.0744	0.0615	0.6155	
halfpounder	0.0919	0.0979	0.1446	0.0503	0.6153	
halfpounder	0.0404	0.1364	0.2888	0.1105	0.4239	
halfpounder	0.1175	0.1268	0.3264	0.0371	0.3923	
halfpounder	0.2303	0.0998	0.3087	0.1381	0.2230	
halfpounder	0.0171	0.0187	0.0179	0.9319	0.0144	
halfpounder	0.5524	0.0793	0.0830	0.1317	0.1537	
halfpounder	0.5747	0.1146	0.1065	0.0268	0.1774	
halfpounder	0.0420	0.1168	0.6104	0.0284	0.2024	
halfpounder	0.8406	0.0496	0.0335	0.0272	0.0491	
halfpounder	0.0955	0.1787	0.5219	0.0359	0.1680	
halfpounder	0.3822	0.0591	0.0890	0.3552	0.1145	
halfpounder	0.3201	0.4289	0.1165	0.0182	0.1162	
halfpounder	0.1616	0.1080	0.1397	0.5106	0.0801	
halfpounder	0.2234	0.0839	0.1915	0.0867	0.4145	
halfpounder	0.1548	0.5799	0.1395	0.0373	0.0884	
halfpounder	0.0810	0.0902	0.5344	0.0761	0.2183	
halfpounder	0.0659	0.1050	0.1488	0.3384	0.3419	
halfpounder	0.3039	0.1208	0.2311	0.2634	0.0808	
halfpounder	0.0908	0.1560	0.2005	0.1034	0.4493	
halfpounder	0.1898	0.2863	0.4181	0.0384	0.0674	
halfpounder	0.0535	0.2602	0.3599	0.0176	0.3088	
halfpounder	0.0873	0.3112	0.1486	0.0944	0.3585	
halfpounder	0.2262	0.3180	0.1298	0.0269	0.2990	
halfpounder	0.0442	0.2158	0.1452	0.0286	0.5662	
halfpounder	0.3537	0.1065	0.3067	0.0692	0.1638	
halfpounder	0.1051	0.5582	0.1118	0.0400	0.1849	
halfpounder	0.1368	0.2465	0.2477	0.0176	0.3513	
halfpounder	0.0481	0.0371	0.0444	0.8476	0.0228	
halfpounder	0.1787	0.1673	0.1171	0.1204	0.4165	
halfpounder	0.3181	0.2336	0.2471	0.0622	0.1389	
halfpounder	0.0532	0.2953	0.2228	0.0914	0.3373	
halfpounder	0.0920	0.3319	0.1804	0.2328	0.1628	
halfpounder	0.0806	0.1365	0.3254	0.0253	0.4323	
halfpounder	0.2989	0.2087	0.1682	0.0464	0.2778	
halfpounder	0.1289	0.3847	0.2273	0.0492	0.2100	
halfpounder	0.2345	0.2483	0.1807	0.0139	0.3227	
halfpounder	0.0917	0.3142	0.3013	0.1100	0.1828	
halfpounder	0.3263	0.1652	0.1562	0.0210	0.3313	
halfpounder	0.2821	0.0576	0.4723	0.0625	0.1254	
halfpounder	0.1795	0.2155	0.2803	0.2295	0.0951	
halfpounder	0.3361	0.1940	0.2479	0.0384	0.1836	
halfpounder	0.3558	0.1150	0.2303	0.0851	0.2138	
halfpounder	0.0380	0.0612	0.0533	0.7826	0.0649	
halfpounder	0.1632	0.2557	0.1916	0.3109	0.0786	
halfpounder	0.0678	0.2538	0.1653	0.2222	0.2909	
halfpounder	0.0545	0.4342	0.1766	0.1083	0.2265	
halfpounder	0.0230	0.5890	0.1770	0.0338	0.1772	
halfpounder	0.8034	0.0312	0.0746	0.0286	0.0622	
halfpounder	0.5090	0.1060	0.2797	0.0223	0.0830	
halfpounder	0.3256	0.3679	0.1437	0.0251	0.1378	
halfpounder	0.1990	0.2739	0.2986	0.0874	0.1412	
halfpounder	0.1547	0.1354	0.4965	0.0343	0.1792	
halfpounder	0.1772	0.1225	0.4266	0.0430	0.2308	
halfpounder	0.0599	0.3740	0.2552	0.2089	0.1020	
halfpounder	0.4423	0.2322	0.1374	0.0342	0.1538	
halfpounder	0.0266	0.3570	0.3089	0.1681	0.1394	
halfpounder	0.4994	0.0858	0.1823	0.0452	0.1873	
halfpounder	0.1804	0.2003	0.2941	0.2668	0.0584	
halfpounder	0.1240	0.1061	0.1234	0.3511	0.2954	
halfpounder	0.0292	0.2154	0.4830	0.0609	0.2115	
halfpounder	0.0855	0.1574	0.3040	0.0314	0.4217	
halfpounder	0.0538	0.6935	0.0781	0.0371	0.1376	
halfpounder	0.0552	0.6644	0.1561	0.0230	0.1014	
halfpounder	0.1162	0.3519	0.1395	0.0352	0.3572	
halfpounder	0.1993	0.0970	0.2024	0.2609	0.2404	
halfpounder	0.1398	0.1055	0.1434	0.5332	0.0781	
halfpounder	0.5131	0.0568	0.2433	0.1021	0.0847	
halfpounder	0.1472	0.4940	0.1069	0.1889	0.0631	
halfpounder	0.0551	0.4575	0.1582	0.2124	0.1169	
halfpounder	0.3245	0.2400	0.2681	0.0278	0.1396	
halfpounder	0.6147	0.1786	0.1160	0.0196	0.0711	
halfpounder	0.0595	0.4285	0.1426	0.2811	0.0882	
halfpounder	0.0177	0.8259	0.0705	0.0177	0.0682	
halfpounder	0.2885	0.1042	0.4705	0.0548	0.0820	
halfpounder	0.3139	0.2086	0.3195	0.0150	0.1431	
halfpounder	0.5686	0.0628	0.1846	0.0880	0.0959	
halfpounder	0.0397	0.1777	0.2083	0.0930	0.4814	
halfpounder	0.2924	0.2763	0.2743	0.0572	0.0999	
halfpounder	0.2089	0.3380	0.0949	0.3044	0.0539	
halfpounder	0.0289	0.5554	0.0720	0.1595	0.1841	
halfpounder	0.0857	0.2240	0.0917	0.5212	0.0775	
halfpounder	0.1519	0.1024	0.2134	0.0278	0.5044	
halfpounder	0.1301	0.2602	0.2451	0.2878	0.0768	
halfpounder	0.7956	0.0477	0.0608	0.0340	0.0620	
halfpounder	0.1762	0.1032	0.3745	0.1386	0.2075	
halfpounder	0.1428	0.2327	0.1322	0.3878	0.1046	
halfpounder	0.1122	0.1732	0.4918	0.0522	0.1706	
halfpounder	0.0485	0.1845	0.1854	0.2249	0.3568	
halfpounder	0.0995	0.2889	0.3229	0.0482	0.2404	
halfpounder	0.0739	0.6807	0.0643	0.0770	0.1041	
halfpounder	0.0408	0.0986	0.2572	0.0599	0.5435	
halfpounder	0.0489	0.3086	0.1315	0.0944	0.4166	
halfpounder	0.0909	0.1656	0.1286	0.5122	0.1027	
halfpounder	0.4876	0.1893	0.1437	0.0773	0.1022	
halfpounder	0.4252	0.1115	0.3408	0.0386	0.0839	
halfpounder	0.6763	0.0961	0.1502	0.0153	0.0621	
halfpounder	0.0491	0.1349	0.1423	0.0552	0.6184	
halfpounder	0.3735	0.1961	0.1279	0.0439	0.2586	
halfpounder	0.1875	0.5148	0.1192	0.0431	0.1355	
halfpounder	0.5876	0.1048	0.0910	0.0397	0.1768	
halfpounder	0.0447	0.3150	0.1026	0.4234	0.1143	
halfpounder	0.1159	0.0839	0.1135	0.0454	0.6414	
halfpounder	0.1862	0.2020	0.1538	0.0392	0.4189	
halfpounder	0.7587	0.0542	0.0931	0.0511	0.0428	
halfpounder	0.2914	0.0961	0.1290	0.2245	0.2589	
halfpounder	0.1806	0.1346	0.3120	0.0473	0.3256	
halfpounder	0.1003	0.4744	0.1143	0.1220	0.1891	
halfpounder	0.0794	0.0837	0.0871	0.6729	0.0769	
halfpounder	0.5310	0.0548	0.1471	0.2109	0.0561	
halfpounder	0.0627	0.4069	0.2634	0.0282	0.2388	
halfpounder	0.0543	0.1392	0.2946	0.0329	0.4791	
halfpounder	0.2770	0.1315	0.1939	0.0275	0.3701	
halfpounder	0.0446	0.4573	0.1820	0.1098	0.2063	
halfpounder	0.0558	0.5760	0.1503	0.0744	0.1436	
halfpounder	0.1191	0.2323	0.1302	0.2455	0.2729	
halfpounder	0.2527	0.0983	0.1923	0.0953	0.3613	
halfpounder	0.2202	0.0738	0.4081	0.0123	0.2855	
halfpounder	0.0431	0.5082	0.1794	0.1941	0.0752	
halfpounder	0.1333	0.1774	0.5276	0.0695	0.0921	
halfpounder	0.0259	0.7610	0.0804	0.0384	0.0944	
halfpounder	0.0704	0.1035	0.1536	0.0201	0.6525	
halfpounder	0.0691	0.2506	0.3664	0.0349	0.2790	
halfpounder	0.0471	0.1352	0.1837	0.4660	0.1680	
halfpounder	0.0136	0.0339	0.0261	0.8894	0.0370	
halfpounder	0.0225	0.7607	0.0724	0.0776	0.0668	
halfpounder	0.4100	0.1294	0.1501	0.2319	0.0787	
halfpounder	0.0984	0.2337	0.2425	0.0683	0.3570	
halfpounder	0.0245	0.2481	0.1896	0.3220	0.2157	
halfpounder	0.1373	0.5497	0.1120	0.0194	0.1816	
halfpounder	0.0182	0.7542	0.1134	0.0170	0.0972	
halfpounder	0.1024	0.3520	0.2812	0.0369	0.2275	
halfpounder	0.8551	0.0351	0.0519	0.0268	0.0311	
halfpounder	0.0364	0.4173	0.2290	0.1441	0.1731	
halfpounder	0.2489	0.1700	0.4558	0.0503	0.0750	
halfpounder	0.0820	0.0985	0.1074	0.1169	0.5953	
halfpounder	0.1411	0.4103	0.1144	0.0854	0.2489	
halfpounder	0.1065	0.1920	0.1833	0.3231	0.1952	
halfpounder	0.0313	0.6546	0.1686	0.0129	0.1327	
halfpounder	0.0401	0.4356	0.1193	0.0251	0.3799	
halfpounder	0.0749	0.3878	0.1970	0.1911	0.1492	
winter	0.0987	0.1783	0.2337	0.0478	0.4415	
halfpounder	0.0776	0.6022	0.1442	0.0657	0.1102	
winter	0.0805	0.2813	0.2751	0.0221	0.3409	
winter	0.0299	0.6973	0.1184	0.0161	0.1383	
winter	0.0335	0.6551	0.1224	0.0614	0.1275	
halfpounder	0.2215	0.3387	0.2355	0.0358	0.1685	
winter	0.0606	0.4802	0.2778	0.0404	0.1411	
summer	0.4557	0.2291	0.1763	0.0359	0.1031	
halfpounder	0.0571	0.6568	0.1048	0.0348	0.1464	
summer	0.4248	0.0708	0.1156	0.1456	0.2432	
summer	0.7814	0.0452	0.0708	0.0336	0.0690	
summer	0.8973	0.0213	0.0333	0.0172	0.0309	
summer	0.8461	0.0298	0.0357	0.0576	0.0308	
summer	0.8803	0.0264	0.0362	0.0218	0.0353	
winter	0.0237	0.2143	0.2981	0.1111	0.3528	
halfpounder	0.1468	0.3513	0.2084	0.0786	0.2150	
winter	0.0777	0.2403	0.5109	0.0468	0.1243	
winter	0.0403	0.6229	0.2198	0.0282	0.0887	
winter	0.0925	0.1191	0.3784	0.0611	0.3489	
winter	0.0326	0.5125	0.1029	0.1211	0.2309	
halfpounder	0.1319	0.1226	0.1586	0.4930	0.0939	
winter	0.0297	0.7178	0.1364	0.0410	0.0752	
summer	0.2120	0.1067	0.1755	0.2964	0.2095	
summer	0.8924	0.0303	0.0271	0.0265	0.0237	
summer	0.7242	0.0370	0.1417	0.0151	0.0820	
summer	0.4749	0.2418	0.1677	0.0564	0.0593	
summer	0.7382	0.0670	0.0869	0.0367	0.0712	
summer	0.4102	0.0946	0.1836	0.0389	0.2727	
winter	0.1090	0.2922	0.4126	0.0257	0.1605	
winter	0.0722	0.2937	0.1784	0.0515	0.4042	
winter	0.1760	0.4996	0.1773	0.0168	0.1303	
winter	0.0547	0.2935	0.1611	0.1339	0.3568	
winter	0.1255	0.3309	0.2637	0.0558	0.2240	
halfpounder	0.1023	0.1479	0.1563	0.3121	0.2814	
winter	0.1161	0.1438	0.5372	0.1275	0.0754	
summer	0.5281	0.0968	0.2017	0.0922	0.0812	
halfpounder	0.4811	0.0920	0.0965	0.0804	0.2501	
summer	0.2745	0.1290	0.5022	0.0281	0.0662	
summer	0.8220	0.0248	0.0316	0.0999	0.0218	
summer	0.8205	0.0424	0.0797	0.0238	0.0336	
summer	0.8947	0.0281	0.0306	0.0173	0.0293	
winter	0.0699	0.0890	0.1499	0.0520	0.6392	
winter	0.0531	0.4811	0.2739	0.0201	0.1719	
winter	0.0928	0.0656	0.4369	0.0503	0.3543	
winter	0.0436	0.2043	0.2053	0.0555	0.4913	
halfpounder	0.5087	0.1399	0.1206	0.0681	0.1627	
winter	0.0676	0.3314	0.4238	0.0445	0.1327	
halfpounder	0.1011	0.0732	0.5019	0.0570	0.2667	
summer	0.1883	0.1217	0.5411	0.0313	0.1175	
summer	0.7860	0.0633	0.0711	0.0127	0.0669	
summer	0.5311	0.0396	0.1524	0.1376	0.1394	
summer	0.7961	0.0261	0.0817	0.0403	0.0558	
summer	0.7754	0.0437	0.0898	0.0397	0.0514	
winter	0.0802	0.2750	0.1888	0.0573	0.3987	
halfpounder	0.0738	0.2140	0.2178	0.3244	0.1701	
winter	0.1240	0.3424	0.2241	0.0350	0.2745	
winter	0.0765	0.4022	0.1451	0.0331	0.3431	
winter	0.0504	0.3898	0.1647	0.1122	0.2829	
winter	0.0471	0.4764	0.2141	0.0450	0.2174	
halfpounder	0.0410	0.5229	0.2026	0.0849	0.1486	
winter	0.0548	0.5166	0.2206	0.0466	0.1614	
halfpounder	0.0255	0.0768	0.0395	0.7865	0.0717	
summer	0.8815	0.0389	0.0401	0.0141	0.0254	
halfpounder	0.0579	0.0361	0.0602	0.8067	0.0391	
summer	0.4356	0.1438	0.2235	0.0361	0.1611	
summer	0.6891	0.0522	0.1480	0.0509	0.0598	
summer	0.7525	0.0527	0.0765	0.0682	0.0501	
summer	0.8834	0.0317	0.0379	0.0170	0.0300	
winter	0.2151	0.1656	0.1878	0.0620	0.3695	
halfpounder	0.1221	0.5528	0.1919	0.0219	0.1112	
winter	0.0351	0.1106	0.2184	0.0264	0.6095	
winter	0.1282	0.4101	0.2543	0.0632	0.1442	
winter	0.0405	0.1943	0.4446	0.0272	0.2934	
winter	0.1493	0.1560	0.3032	0.0863	0.3053	
halfpounder	0.0984	0.2156	0.2178	0.1567	0.3115	
halfpounder	0.1996	0.1525	0.1468	0.1111	0.3901	
summer	0.6269	0.0834	0.1439	0.0739	0.0719	
summer	0.8702	0.0314	0.0296	0.0424	0.0264	
summer	0.8887	0.0423	0.0267	0.0087	0.0336	
summer	0.8774	0.0353	0.0378	0.0172	0.0323	
summer	0.8930	0.0271	0.0247	0.0167	0.0385	
halfpounder	0.0442	0.5991	0.2631	0.0234	0.0703	
winter	0.0369	0.1798	0.1687	0.0343	0.5803	
winter	0.0890	0.3739	0.2798	0.0918	0.1654	
winter	0.3023	0.1078	0.3443	0.0676	0.1780	
winter	0.0434	0.7299	0.0735	0.0475	0.1056	
summer	0.5103	0.1049	0.1332	0.1222	0.1294	
summer	0.7862	0.1138	0.0447	0.0242	0.0311	
summer	0.8733	0.0385	0.0323	0.0173	0.0386	
summer	0.7931	0.0960	0.0496	0.0322	0.0291	
summer	0.8938	0.0269	0.0414	0.0112	0.0267	
halfpounder	0.2101	0.0653	0.1741	0.4405	0.1100	
winter	0.0503	0.2462	0.1464	0.0199	0.5372	
winter	0.1143	0.0999	0.4869	0.0327	0.2663	
winter	0.1034	0.1839	0.4530	0.0476	0.2121	
halfpounder	0.3246	0.2657	0.1379	0.1489	0.1230	
halfpounder	0.1170	0.1962	0.2672	0.0351	0.3844	
summer	0.4890	0.0790	0.1619	0.0344	0.2356	
summer	0.8719	0.0255	0.0366	0.0351	0.0309	
summer	0.8975	0.0249	0.0285	0.0093	0.0398	
summer	0.4652	0.2965	0.1643	0.0167	0.0573	
summer	0.7647	0.0947	0.0700	0.0239	0.0468	
halfpounder	0.0781	0.1464	0.0661	0.5954	0.1140	
halfpounder	0.0679	0.3264	0.1968	0.3140	0.0949	
halfpounder	0.6949	0.0939	0.1102	0.0484	0.0526	
halfpounder	0.0419	0.0240	0.0259	0.8644	0.0438	
halfpounder	0.5204	0.0598	0.2464	0.0319	0.1415	
halfpounder	0.0477	0.5364	0.1376	0.1093	0.1689	
halfpounder	0.4659	0.0707	0.2302	0.0559	0.1772	
halfpounder	0.0386	0.2772	0.1499	0.1124	0.4219	
halfpounder	0.0401	0.0296	0.0287	0.8737	0.0279	
halfpounder	0.1864	0.0426	0.0680	0.6436	0.0594	
halfpounder	0.0218	0.0802	0.0546	0.7768	0.0666	
halfpounder	0.0511	0.4829	0.1546	0.0469	0.2646	
halfpounder	0.1729	0.2512	0.2125	0.0533	0.3102	
halfpounder	0.1215	0.2560	0.2173	0.0302	0.3750	
halfpounder	0.0514	0.4391	0.1604	0.0819	0.2672	
halfpounder	0.1371	0.0795	0.2528	0.4128	0.1179	
halfpounder	0.1457	0.0921	0.2393	0.4006	0.1224	
halfpounder	0.1342	0.1549	0.4029	0.1123	0.1957	
halfpounder	0.2825	0.0972	0.1276	0.4482	0.0445	
halfpounder	0.1605	0.4383	0.2731	0.0311	0.0970	
halfpounder	0.0283	0.0350	0.0428	0.8684	0.0255	
halfpounder	0.0323	0.3500	0.4685	0.0288	0.1203	
halfpounder	0.0140	0.6007	0.3207	0.0272	0.0374	
halfpounder	0.0676	0.1969	0.2583	0.1828	0.2944	
halfpounder	0.1124	0.3429	0.2218	0.0586	0.2643	
halfpounder	0.5098	0.2166	0.0772	0.0823	0.1141	
halfpounder	0.1368	0.4014	0.2162	0.1098	0.1358	
halfpounder	0.0472	0.1313	0.2654	0.1616	0.3945	
halfpounder	0.0687	0.3550	0.1520	0.0162	0.4081	
halfpounder	0.5034	0.1479	0.2125	0.0266	0.1095	
halfpounder	0.2351	0.2828	0.2143	0.0345	0.2334	
halfpounder	0.0233	0.0342	0.0308	0.8589	0.0528	
halfpounder	0.0914	0.0634	0.1039	0.0292	0.7121	
halfpounder	0.1109	0.1750	0.5595	0.0675	0.0871	
halfpounder	0.6830	0.1164	0.0950	0.0211	0.0846	
halfpounder	0.0481	0.6306	0.0779	0.1240	0.1193	
halfpounder	0.1098	0.1515	0.2303	0.3495	0.1589	
halfpounder	0.2201	0.0723	0.1701	0.4516	0.0859	
